PId,IsBumpVirtual,SpeedCondition,TouchId,TouchType,Count
14,1.0,30.0,7073.409090909091,1.0,5.636363636363637
14,1.0,40.0,6833.3442622950815,1.0,5.934426229508197
14,1.0,50.0,6599.517857142857,1.0,6.517857142857143
15,0.0,10.0,7650.857142857143,1.0,9.114285714285714
15,0.0,20.0,7534.366666666667,1.0,9.466666666666667
15,0.0,30.0,7308.303571428572,1.0,10.910714285714286
15,0.0,40.0,7196.268292682927,1.0,11.439024390243903
15,0.0,50.0,7427.4,1.0,9.625
15,1.0,10.0,7655.34375,1.0,11.546875
15,1.0,20.0,7541.16,1.0,12.06
15,1.0,30.0,7315.172413793103,1.0,12.586206896551724
15,1.0,40.0,7189.824561403509,1.0,13.12280701754386
15,1.0,50.0,7424.660714285715,1.0,12.214285714285714
16,0.0,10.0,8011.260869565217,1.0,11.456521739130435
16,0.0,20.0,8248.117647058823,1.0,11.392156862745098
16,0.0,30.0,8127.986842105263,1.0,11.776315789473685
16,0.0,40.0,7895.0,1.0,11.791666666666666
16,0.0,50.0,7772.726027397261,1.0,14.986301369863014
16,1.0,10.0,8012.557142857143,1.0,13.67142857142857
16,1.0,20.0,8247.79365079365,1.0,11.682539682539682
16,1.0,30.0,8132.658536585366,1.0,12.585365853658537
16,1.0,40.0,7891.6875,1.0,12.03125
16,1.0,50.0,7776.921052631579,1.0,15.052631578947368
17,0.0,10.0,8366.134615384615,1.0,3.769230769230769
17,0.0,20.0,8601.884057971014,1.0,3.681159420289855
17,0.0,30.0,8837.193181818182,1.0,3.465909090909091
17,0.0,40.0,8718.068181818182,1.0,3.522727272727273
17,0.0,50.0,8486.68115942029,1.0,3.7681159420289854
17,1.0,10.0,8370.234375,1.0,4.421875
17,1.0,20.0,8607.333333333334,1.0,4.511111111111111
17,1.0,30.0,8850.84,1.0,3.64
17,1.0,40.0,8721.568965517241,1.0,4.017241379310345
17,1.0,50.0,8488.377777777778,1.0,4.177777777777778
18,0.0,10.0,9079.106382978724,1.0,4.74468085106383
18,0.0,20.0,8962.616666666667,1.0,4.916666666666667
18,0.0,30.0,9189.661538461538,1.0,4.538461538461538
18,0.0,40.0,9440.139534883721,1.0,4.883720930232558
18,0.0,50.0,9315.38596491228,1.0,4.421052631578948
18,1.0,10.0,9077.597014925374,1.0,5.059701492537314
18,1.0,20.0,8957.655172413793,1.0,5.155172413793103
18,1.0,30.0,9203.09677419355,1.0,5.580645161290323
18,1.0,40.0,9427.148148148148,1.0,4.685185185185185
18,1.0,50.0,9317.283018867925,1.0,4.509433962264151
