PId,IsBump,SpeedCondition,VisualStimuliId,TouchId,TCT
1,1.0,30.0,2,322.6666666666667,1565.0
1,1.0,30.0,3,303.25,1381.75
1,1.0,30.0,4,276.0,1194.5
1,1.0,30.0,5,275.5,1177.5
1,1.0,30.0,6,281.5,1081.5
1,1.0,30.0,7,297.3333333333333,1245.6666666666667
1,1.0,30.0,8,289.75,1372.0
1,1.0,30.0,10,311.0,1125.6666666666667
1,1.0,30.0,11,311.0,1286.5
1,1.0,30.0,12,306.0,1036.0
1,1.0,30.0,13,330.6666666666667,1174.3333333333333
1,1.0,30.0,14,286.6666666666667,1592.3333333333333
1,1.0,30.0,15,281.75,1106.5
1,1.0,30.0,16,269.0,1181.0
1,1.0,30.0,17,301.5,1211.75
1,1.0,30.0,18,275.5,1024.0
1,1.0,30.0,19,344.5,1544.0
1,1.0,30.0,20,281.0,1090.0
1,1.0,30.0,21,263.5,1100.5
1,1.0,30.0,22,284.0,1501.0
1,1.0,30.0,24,278.0,1359.0
1,1.0,30.0,26,296.0,1263.0
1,1.0,30.0,27,309.0,1386.0
1,1.0,30.0,28,339.0,1260.0
1,1.0,30.0,29,309.5,1594.0
1,1.0,40.0,0,464.5,1523.0
1,1.0,40.0,1,379.0,1438.0
1,1.0,40.0,2,367.3333333333333,1043.0
1,1.0,40.0,3,390.0,1335.0
1,1.0,40.0,4,387.0,1036.5
1,1.0,40.0,5,397.0,1214.0
1,1.0,40.0,6,421.6666666666667,1083.6666666666667
1,1.0,40.0,7,420.0,1270.0
1,1.0,40.0,8,445.0,1384.5
1,1.0,40.0,9,409.0,1060.0
1,1.0,40.0,10,387.6666666666667,1102.3333333333333
1,1.0,40.0,11,401.3333333333333,1400.0
1,1.0,40.0,12,425.3333333333333,1284.0
1,1.0,40.0,13,383.6666666666667,949.3333333333334
1,1.0,40.0,14,421.0,1348.0
1,1.0,40.0,15,444.0,1118.5
1,1.0,40.0,16,444.75,1179.75
1,1.0,40.0,17,433.3333333333333,1088.6666666666667
1,1.0,40.0,18,404.0,1059.5
1,1.0,40.0,19,368.0,1915.0
1,1.0,40.0,20,439.0,1354.5
1,1.0,40.0,21,424.0,1124.75
1,1.0,40.0,22,407.0,1466.0
1,1.0,40.0,23,408.5,1034.0
1,1.0,40.0,24,462.5,1234.0
1,1.0,40.0,25,387.5,1226.0
1,1.0,40.0,26,357.0,1559.0
1,1.0,40.0,27,399.3333333333333,1066.6666666666667
1,1.0,40.0,28,438.3333333333333,1224.3333333333333
1,1.0,40.0,29,431.0,1168.0
1,1.0,50.0,0,530.0,1547.0
1,1.0,50.0,1,544.0,1501.3333333333333
1,1.0,50.0,2,562.3333333333334,1408.6666666666667
1,1.0,50.0,3,549.75,1402.25
1,1.0,50.0,4,571.3333333333334,1234.6666666666667
1,1.0,50.0,5,593.0,1634.0
1,1.0,50.0,6,535.5,1267.5
1,1.0,50.0,7,519.0,1274.5
1,1.0,50.0,8,520.6666666666666,1993.6666666666667
1,1.0,50.0,9,583.0,1105.0
1,1.0,50.0,10,489.0,1977.0
1,1.0,50.0,11,527.5,1104.0
1,1.0,50.0,12,542.5,1192.5
1,1.0,50.0,13,487.6666666666667,1306.6666666666667
1,1.0,50.0,14,534.6666666666666,1620.0
1,1.0,50.0,15,574.0,1675.0
1,1.0,50.0,16,499.5,1036.0
1,1.0,50.0,17,538.3333333333334,1210.3333333333333
1,1.0,50.0,18,529.5,1278.5
1,1.0,50.0,19,516.75,1652.75
1,1.0,50.0,20,521.6666666666666,1182.6666666666667
1,1.0,50.0,21,523.3333333333334,1368.3333333333333
1,1.0,50.0,22,551.0,1164.0
1,1.0,50.0,23,529.6666666666666,1410.3333333333333
1,1.0,50.0,24,494.5,1266.5
1,1.0,50.0,25,532.0,1351.5
1,1.0,50.0,26,529.0,1166.0
1,1.0,50.0,27,563.3333333333334,1200.3333333333333
1,1.0,50.0,28,538.5,1352.0
3,0.0,10.0,0,1030.6666666666667,1205.6666666666667
3,0.0,10.0,1,995.0,1089.6666666666667
3,0.0,10.0,2,975.5,953.5
3,0.0,10.0,3,1029.5,848.0
3,0.0,10.0,4,1000.5,816.5
3,0.0,10.0,5,986.5,863.0
3,0.0,10.0,6,952.0,1004.0
3,0.0,10.0,7,1003.5,807.5
3,0.0,10.0,8,961.0,948.0
3,0.0,10.0,10,1037.0,869.0
3,0.0,10.0,11,1008.0,926.0
3,0.0,10.0,12,1054.5,836.5
3,0.0,10.0,13,998.0,837.0
3,0.0,10.0,15,999.6666666666666,857.0
3,0.0,10.0,16,997.5,858.5
3,0.0,10.0,17,1031.0,870.0
3,0.0,10.0,18,1055.0,853.0
3,0.0,10.0,19,999.0,1114.0
3,0.0,10.0,20,1001.0,838.0
3,0.0,10.0,21,1060.0,1039.0
3,0.0,10.0,23,953.0,799.0
3,0.0,10.0,25,988.5,1515.0
3,0.0,10.0,26,995.5,858.0
3,0.0,10.0,27,1066.0,856.0
3,0.0,10.0,28,1040.0,865.0
3,0.0,10.0,29,996.0,838.0
3,0.0,20.0,0,1151.0,970.0
3,0.0,20.0,1,1108.0,1073.0
3,0.0,20.0,2,1142.6666666666667,912.3333333333334
3,0.0,20.0,3,1142.0,877.0
3,0.0,20.0,4,1103.5,847.5
3,0.0,20.0,5,1096.0,929.0
3,0.0,20.0,6,1078.5,1171.5
3,0.0,20.0,7,1121.0,872.0
3,0.0,20.0,8,1146.0,932.0
3,0.0,20.0,9,1118.0,838.5
3,0.0,20.0,10,1104.0,861.0
3,0.0,20.0,11,1110.0,956.0
3,0.0,20.0,12,1120.0,852.0
3,0.0,20.0,13,1108.0,864.0
3,0.0,20.0,14,1113.0,935.0
3,0.0,20.0,15,1103.0,840.0
3,0.0,20.0,17,1132.0,1283.0
3,0.0,20.0,18,1142.3333333333333,822.0
3,0.0,20.0,19,1141.5,981.0
3,0.0,20.0,20,1112.0,846.0
3,0.0,20.0,21,1122.0,994.0
3,0.0,20.0,23,1143.6666666666667,829.0
3,0.0,20.0,24,1123.3333333333333,916.0
3,0.0,20.0,26,1158.6666666666667,906.0
3,0.0,20.0,27,1184.0,838.0
3,0.0,20.0,28,1101.5,918.5
3,0.0,30.0,0,642.0,1203.0
3,0.0,30.0,1,655.0,2374.0
3,0.0,30.0,3,660.0,1016.0
3,0.0,30.0,4,698.0,982.0
3,0.0,30.0,5,607.0,991.0
3,0.0,30.0,6,667.0,1262.0
3,0.0,30.0,7,658.0,1097.0
3,0.0,30.0,8,636.0,1932.0
3,0.0,30.0,9,673.5,1144.0
3,0.0,30.0,10,659.6666666666666,1133.3333333333333
3,0.0,30.0,11,596.5,2254.5
3,0.0,30.0,12,643.0,1099.3333333333333
3,0.0,30.0,13,666.0,974.0
3,0.0,30.0,14,675.6666666666666,1246.6666666666667
3,0.0,30.0,16,673.0,867.0
3,0.0,30.0,18,627.5,916.0
3,0.0,30.0,19,614.5,1057.5
3,0.0,30.0,20,665.0,1079.5
3,0.0,30.0,22,603.0,904.0
3,0.0,30.0,23,619.5,1005.5
3,0.0,30.0,24,681.0,1049.0
3,0.0,30.0,25,695.0,915.0
3,0.0,30.0,27,656.3333333333334,1032.0
3,0.0,30.0,28,628.0,1037.3333333333333
3,0.0,30.0,29,663.3333333333334,1039.6666666666667
3,0.0,40.0,0,739.0,1097.0
3,0.0,40.0,2,757.0,999.0
3,0.0,40.0,3,759.0,919.0
3,0.0,40.0,4,820.0,899.0
3,0.0,40.0,5,748.6666666666666,966.0
3,0.0,40.0,6,821.0,1015.0
3,0.0,40.0,7,794.0,929.0
3,0.0,40.0,8,786.0,1098.0
3,0.0,40.0,9,777.0,905.5
3,0.0,40.0,10,784.5,930.5
3,0.0,40.0,11,778.0,1307.0
3,0.0,40.0,12,792.3333333333334,1000.6666666666666
3,0.0,40.0,13,778.5,915.0
3,0.0,40.0,14,749.0,1084.0
3,0.0,40.0,15,728.0,1028.0
3,0.0,40.0,16,728.6666666666666,937.0
3,0.0,40.0,17,764.0,957.3333333333334
3,0.0,40.0,18,783.0,992.0
3,0.0,40.0,19,772.0,1052.0
3,0.0,40.0,20,808.6666666666666,981.3333333333334
3,0.0,40.0,21,777.6666666666666,1068.6666666666667
3,0.0,40.0,22,762.0,978.0
3,0.0,40.0,23,780.5,956.5
3,0.0,40.0,24,752.0,2742.0
3,0.0,40.0,25,819.0,901.0
3,0.0,40.0,26,816.0,975.0
3,0.0,40.0,27,784.0,1106.0
3,0.0,40.0,28,781.3333333333334,1033.3333333333333
3,0.0,50.0,0,848.0,1008.0
3,0.0,50.0,1,916.0,2004.5
3,0.0,50.0,2,927.5,955.0
3,0.0,50.0,3,832.0,915.0
3,0.0,50.0,4,865.0,871.0
3,0.0,50.0,6,834.0,898.0
3,0.0,50.0,7,884.0,867.0
3,0.0,50.0,8,884.5,1029.0
3,0.0,50.0,9,920.75,891.5
3,0.0,50.0,10,923.0,877.0
3,0.0,50.0,12,866.0,1941.0
3,0.0,50.0,13,923.0,911.5
3,0.0,50.0,14,915.5,930.0
3,0.0,50.0,15,868.5,874.0
3,0.0,50.0,16,875.0,871.0
3,0.0,50.0,17,894.6666666666666,869.0
3,0.0,50.0,18,852.0,903.0
3,0.0,50.0,19,874.5,885.5
3,0.0,50.0,20,891.5,995.0
3,0.0,50.0,21,871.0,907.0
3,0.0,50.0,22,841.0,2976.5
3,0.0,50.0,23,941.0,891.0
3,0.0,50.0,24,876.0,889.0
3,0.0,50.0,25,933.0,857.0
3,0.0,50.0,26,866.5,1661.5
3,0.0,50.0,27,864.0,950.6666666666666
3,0.0,50.0,28,938.5,942.0
3,0.0,50.0,29,927.0,997.0
3,1.0,10.0,0,977.0,916.0
3,1.0,10.0,1,1039.0,1010.0
3,1.0,10.0,2,1015.5,884.0
3,1.0,10.0,3,1007.5,951.5
3,1.0,10.0,4,981.5,849.0
3,1.0,10.0,5,1001.0,854.5
3,1.0,10.0,6,1006.6666666666666,924.6666666666666
3,1.0,10.0,7,983.5,856.0
3,1.0,10.0,8,1014.3333333333334,989.6666666666666
3,1.0,10.0,9,1017.5,853.5
3,1.0,10.0,10,995.0,794.0
3,1.0,10.0,11,1044.5,936.5
3,1.0,10.0,12,994.5,848.5
3,1.0,10.0,13,1034.3333333333333,877.6666666666666
3,1.0,10.0,14,994.0,1024.6666666666667
3,1.0,10.0,15,951.0,820.0
3,1.0,10.0,16,1054.0,806.5
3,1.0,10.0,17,986.6666666666666,956.0
3,1.0,10.0,18,1021.0,848.0
3,1.0,10.0,19,1013.5,985.5
3,1.0,10.0,20,979.3333333333334,1098.6666666666667
3,1.0,10.0,21,1006.6666666666666,918.0
3,1.0,10.0,22,1008.75,873.0
3,1.0,10.0,23,1025.3333333333333,828.0
3,1.0,10.0,24,1028.75,953.75
3,1.0,10.0,25,1044.0,823.5
3,1.0,10.0,27,1020.3333333333334,878.6666666666666
3,1.0,10.0,28,990.6666666666666,863.3333333333334
3,1.0,10.0,29,1008.0,814.5
3,1.0,20.0,0,1111.6666666666667,1017.6666666666666
3,1.0,20.0,1,1162.3333333333333,1126.3333333333333
3,1.0,20.0,2,1155.0,913.0
3,1.0,20.0,4,1138.0,838.5
3,1.0,20.0,5,1137.3333333333333,901.3333333333334
3,1.0,20.0,6,1138.5,1375.0
3,1.0,20.0,7,1121.6666666666667,1541.0
3,1.0,20.0,8,1142.3333333333333,875.0
3,1.0,20.0,9,1092.0,807.0
3,1.0,20.0,10,1100.3333333333333,807.6666666666666
3,1.0,20.0,11,1148.0,1048.0
3,1.0,20.0,12,1115.3333333333333,878.6666666666666
3,1.0,20.0,13,1113.5,851.0
3,1.0,20.0,14,1152.6666666666667,940.0
3,1.0,20.0,15,1103.3333333333333,829.6666666666666
3,1.0,20.0,16,1148.0,863.0
3,1.0,20.0,17,1129.5,821.5
3,1.0,20.0,18,1156.0,826.0
3,1.0,20.0,19,1157.0,971.0
3,1.0,20.0,20,1094.0,892.0
3,1.0,20.0,21,1137.6666666666667,937.3333333333334
3,1.0,20.0,22,1150.0,1492.6666666666667
3,1.0,20.0,23,1082.0,789.0
3,1.0,20.0,24,1166.0,927.0
3,1.0,20.0,25,1124.25,835.0
3,1.0,20.0,26,1086.0,777.0
3,1.0,20.0,27,1121.3333333333333,855.6666666666666
3,1.0,20.0,28,1120.5,870.5
3,1.0,20.0,29,1113.0,1038.25
3,1.0,30.0,0,656.0,1177.6666666666667
3,1.0,30.0,1,671.3333333333334,1438.3333333333333
3,1.0,30.0,2,632.75,988.75
3,1.0,30.0,3,672.3333333333334,1131.0
3,1.0,30.0,4,643.3333333333334,952.3333333333334
3,1.0,30.0,5,647.0,1008.0
3,1.0,30.0,6,649.0,1289.5
3,1.0,30.0,7,600.0,1237.5
3,1.0,30.0,8,674.0,1175.0
3,1.0,30.0,9,598.5,899.0
3,1.0,30.0,10,688.0,921.0
3,1.0,30.0,11,689.5,1000.0
3,1.0,30.0,12,646.0,1057.0
3,1.0,30.0,13,643.0,882.5
3,1.0,30.0,14,701.0,1065.0
3,1.0,30.0,15,666.75,1063.75
3,1.0,30.0,16,648.6666666666666,1235.0
3,1.0,30.0,17,653.25,965.75
3,1.0,30.0,18,650.0,939.5
3,1.0,30.0,19,635.0,1082.0
3,1.0,30.0,20,662.0,956.5
3,1.0,30.0,21,657.0,1110.25
3,1.0,30.0,22,702.3333333333334,1263.0
3,1.0,30.0,23,656.0,1029.0
3,1.0,30.0,24,653.3333333333334,1243.0
3,1.0,30.0,25,643.5,1172.0
3,1.0,30.0,26,677.75,1259.25
3,1.0,30.0,27,662.0,1175.0
3,1.0,30.0,28,625.0,1109.0
3,1.0,30.0,29,650.0,1105.0
3,1.0,40.0,0,722.5,1299.5
3,1.0,40.0,1,777.0,1742.5
3,1.0,40.0,2,768.0,1046.5
3,1.0,40.0,3,806.6666666666666,960.0
3,1.0,40.0,4,760.3333333333334,901.6666666666666
3,1.0,40.0,5,755.0,918.0
3,1.0,40.0,6,760.3333333333334,1158.3333333333333
3,1.0,40.0,7,778.6666666666666,966.6666666666666
3,1.0,40.0,8,735.3333333333334,1025.6666666666667
3,1.0,40.0,9,786.0,1168.5
3,1.0,40.0,10,738.5,978.5
3,1.0,40.0,11,777.0,1022.5
3,1.0,40.0,12,787.0,1000.0
3,1.0,40.0,13,778.0,2508.0
3,1.0,40.0,14,793.3333333333334,1027.6666666666667
3,1.0,40.0,15,795.3333333333334,915.0
3,1.0,40.0,16,722.0,951.0
3,1.0,40.0,17,716.0,890.0
3,1.0,40.0,18,764.0,1042.3333333333333
3,1.0,40.0,19,799.3333333333334,1543.6666666666667
3,1.0,40.0,20,809.0,1078.0
3,1.0,40.0,21,729.0,1074.0
3,1.0,40.0,22,722.5,1310.5
3,1.0,40.0,23,785.0,951.0
3,1.0,40.0,24,792.3333333333334,1141.6666666666667
3,1.0,40.0,25,781.6666666666666,1012.0
3,1.0,40.0,26,749.6666666666666,1239.6666666666667
3,1.0,40.0,27,777.0,1000.3333333333334
3,1.0,40.0,28,814.0,957.0
3,1.0,40.0,29,740.25,1158.25
3,1.0,50.0,0,853.6666666666666,1054.6666666666667
3,1.0,50.0,1,876.0,1374.0
3,1.0,50.0,2,923.5,907.5
3,1.0,50.0,3,886.6666666666666,859.3333333333334
3,1.0,50.0,4,876.5,891.5
3,1.0,50.0,5,871.75,906.0
3,1.0,50.0,6,899.6666666666666,897.0
3,1.0,50.0,7,916.0,860.5
3,1.0,50.0,8,873.0,1048.5
3,1.0,50.0,10,904.3333333333334,853.0
3,1.0,50.0,11,903.75,987.0
3,1.0,50.0,12,902.3333333333334,867.3333333333334
3,1.0,50.0,13,877.5,969.0
3,1.0,50.0,14,873.5,1048.5
3,1.0,50.0,15,871.0,840.5
3,1.0,50.0,16,899.3333333333334,874.0
3,1.0,50.0,17,861.0,905.0
3,1.0,50.0,18,872.6666666666666,936.6666666666666
3,1.0,50.0,19,899.5,894.5
3,1.0,50.0,20,939.0,954.5
3,1.0,50.0,21,844.0,959.6666666666666
3,1.0,50.0,22,904.0,902.0
3,1.0,50.0,23,894.5,879.5
3,1.0,50.0,24,904.6666666666666,944.3333333333334
3,1.0,50.0,25,873.3333333333334,966.6666666666666
3,1.0,50.0,26,914.5,852.5
3,1.0,50.0,27,854.0,861.0
3,1.0,50.0,28,909.0,892.5
3,1.0,50.0,29,896.6666666666666,855.6666666666666
5,0.0,10.0,0,1375.25,1012.75
5,0.0,10.0,1,1383.0,1347.5
5,0.0,10.0,2,1321.0,1251.0
5,0.0,10.0,3,1372.5,1334.5
5,0.0,10.0,4,1319.0,889.0
5,0.0,10.0,6,1370.3333333333333,1079.3333333333333
5,0.0,10.0,7,1355.0,919.5
5,0.0,10.0,8,1386.0,916.0
5,0.0,10.0,10,1339.6666666666667,932.6666666666666
5,0.0,10.0,11,1342.0,1215.0
5,0.0,10.0,12,1372.3333333333333,1047.6666666666667
5,0.0,10.0,13,1380.0,1045.3333333333333
5,0.0,10.0,14,1402.0,1036.5
5,0.0,10.0,15,1351.6666666666667,978.0
5,0.0,10.0,17,1345.5,979.0
5,0.0,10.0,18,1386.6666666666667,907.0
5,0.0,10.0,20,1344.5,965.0
5,0.0,10.0,21,1343.0,1064.3333333333333
5,0.0,10.0,22,1410.0,3621.0
5,0.0,10.0,23,1413.0,914.0
5,0.0,10.0,25,1316.0,1128.0
5,0.0,10.0,28,1400.0,1029.0
5,0.0,10.0,29,1390.0,944.0
5,0.0,20.0,0,1463.5,1026.5
5,0.0,20.0,1,1529.0,1042.0
5,0.0,20.0,2,1519.6666666666667,1012.3333333333334
5,0.0,20.0,3,1506.5,865.5
5,0.0,20.0,4,1478.0,855.0
5,0.0,20.0,5,1441.0,1066.0
5,0.0,20.0,6,1506.0,940.0
5,0.0,20.0,7,1488.5,877.0
5,0.0,20.0,8,1543.0,976.0
5,0.0,20.0,9,1498.0,916.0
5,0.0,20.0,10,1542.0,958.0
5,0.0,20.0,11,1497.5,1059.5
5,0.0,20.0,12,1454.5,929.5
5,0.0,20.0,13,1456.5,1048.5
5,0.0,20.0,14,1507.5,928.5
5,0.0,20.0,15,1440.0,879.0
5,0.0,20.0,16,1466.0,922.5
5,0.0,20.0,17,1515.5,1039.0
5,0.0,20.0,18,1463.0,911.5
5,0.0,20.0,20,1479.6666666666667,913.6666666666666
5,0.0,20.0,22,1448.0,923.0
5,0.0,20.0,23,1465.5,988.0
5,0.0,20.0,24,1470.0,918.0
5,0.0,20.0,25,1514.0,886.0
5,0.0,20.0,26,1500.5,1013.0
5,0.0,20.0,27,1483.5,1020.0
5,0.0,20.0,28,1433.0,889.0
5,0.0,20.0,29,1461.0,895.5
5,0.0,30.0,0,1646.0,950.0
5,0.0,30.0,1,1566.0,1016.0
5,0.0,30.0,2,1621.0,908.0
5,0.0,30.0,3,1610.0,836.0
5,0.0,30.0,4,1639.0,929.5
5,0.0,30.0,5,1654.0,975.0
5,0.0,30.0,6,1610.0,845.0
5,0.0,30.0,7,1558.0,934.0
5,0.0,30.0,8,1588.0,1142.0
5,0.0,30.0,9,1632.0,888.0
5,0.0,30.0,10,1600.0,916.0
5,0.0,30.0,12,1571.0,859.5
5,0.0,30.0,13,1574.6666666666667,903.0
5,0.0,30.0,15,1607.0,807.0
5,0.0,30.0,16,1590.0,883.5
5,0.0,30.0,17,1579.0,892.0
